,date,배추_거래량(kg),배추_가격(원/kg),양파_거래량(kg),양파_가격(원/kg),마늘_거래량(kg),마늘_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),대파_거래량(kg),대파_가격(원/kg),상추_거래량(kg),상추_가격(원/kg),양상추_거래량(kg),양상추_가격(원/kg),무_거래량(kg),무_가격(원/kg),시금치_거래량(kg),시금치_가격(원/kg),day
0,2017-10-14,4859.0,694.0,4632.0,1090.0,900.0,5199.0,3203.0,3861.0,145.0,1103.0,3278.0,1558.0,835.0,800.0,9729.78,409.0,1663.0,1540.0,토요일
1,2017-10-15,5733.4,745.5,5669.25,1091.0,641.2,5365.0,3384.05,3818.5,167.5,1140.0,3434.3,1651.5,1061.15,884.0,14924.03,427.0,1761.55,1528.5,일요일
2,2017-10-16,6607.8,797.0,6706.5,1092.0,382.4,5531.0,3565.1,3776.0,190.0,1177.0,3590.6,1745.0,1287.3,968.0,20118.28,445.0,1860.1,1517.0,월요일
3,2017-10-17,6240.6,749.0,4946.0,1086.0,1365.8,4958.0,2581.0,4093.0,163.0,1131.0,2882.2,2235.0,1121.9,795.0,27954.28,403.0,1610.8,1664.0,화요일
4,2017-10-18,5893.6,629.0,5214.0,1086.0,1343.4,5091.0,2650.9,4250.0,151.0,1042.0,3078.2,2158.0,963.8,926.0,38137.28,417.0,1838.3,1711.0,수요일
5,2017-10-19,5310.0,645.0,5900.5,1084.0,948.1,5444.0,2432.6,4686.0,147.0,1025.0,3198.2,2251.0,946.5,898.0,27207.28,416.0,1678.0,1626.0,목요일
6,2017-10-20,5084.6,577.0,5867.5,1025.0,1178.2,5493.0,2667.5,5103.0,128.5,901.0,3608.2,2317.0,722.5,1239.0,26700.28,458.0,1909.5,1474.0,금요일
7,2017-10-21,4831.0,583.0,4308.0,1049.0,1061.6,5500.0,3115.4,5091.0,157.0,925.0,4002.0,2008.0,720.9000000000001,1210.0,14487.78,460.0,1600.5,1451.0,토요일
8,2017-10-22,4997.6,710.0,4682.75,1051.5,1095.3,5536.0,3211.8500000000004,5166.0,165.75,1003.0,3821.2,2114.0,940.25,1051.5,23800.03,481.5,1613.5,1695.0,일요일
9,2017-10-23,5164.2,837.0,5057.5,1054.0,1129.0,5572.0,3308.3,5241.0,174.5,1081.0,3640.4,2220.0,1159.6,893.0,33112.28,503.0,1626.5,1939.0,월요일
10,2017-10-24,5408.0,820.0,4657.0,1019.0,1344.8,5198.0,2544.5,5531.0,176.5,1136.0,3530.2,2233.0,1274.3,725.0,56380.46,527.0,1673.5,2184.0,화요일
11,2017-10-25,4979.0,785.0,5459.0,1013.0,1015.2,5689.0,2876.0,5220.0,147.5,1061.0,3394.2,2225.0,977.9,836.0,62539.28,460.0,1829.3,2204.0,수요일
12,2017-10-26,5235.0,656.0,4370.5,1023.0,1280.8,5471.0,2762.6,4813.0,150.5,942.0,3326.2,2055.0,1017.2,817.0,50442.28,440.0,1892.8,2034.0,목요일
13,2017-10-27,4741.6,689.0,4347.5,1018.0,1312.0,5537.0,2782.4,4467.0,116.5,939.0,3460.2,2130.0,887.9,845.0,51284.5,398.0,2096.3,1828.0,금요일
14,2017-10-28,4123.5,723.0,4463.5,995.0,1129.0,5194.0,3014.2,4354.0,119.0,916.0,3528.7,2283.0,833.0,819.0,50339.5,408.0,1797.3,1822.0,토요일
15,2017-10-29,5171.35,747.5,4332.0,1029.5,1165.6,5253.5,3113.15,4512.5,121.5,1024.0,3677.55,2249.5,885.7,989.5,59706.89,432.0,1879.05,1989.5,일요일
16,2017-10-30,6219.2,772.0,4200.5,1064.0,1202.2,5313.0,3212.1,4671.0,124.0,1132.0,3826.4,2216.0,938.4,1160.0,69074.28,456.0,1960.8,2157.0,월요일
17,2017-10-31,4400.0,723.0,3309.0,1089.0,1351.0,5012.0,2400.6,4531.0,136.0,1112.0,3463.2,2001.0,1047.3,1006.0,85501.28,472.0,2067.3,2284.0,화요일
18,2017-11-01,4544.0,758.0,5174.5,1053.0,1243.6,5177.0,2931.5,4190.0,135.0,1031.0,3366.2,1727.0,1223.8,1000.0,128375.78,548.0,2171.8,2137.0,수요일
19,2017-11-02,4851.0,771.0,4646.0,1120.0,1231.8,4882.0,2288.5,4307.0,191.0,990.0,3544.2,1388.0,1200.6,831.0,153630.78,591.0,2358.3,2126.0,목요일
20,2017-11-03,6207.6,817.0,3783.0,1119.0,1390.2,5106.0,2352.4,4559.0,142.0,941.0,3373.2,1411.0,920.6,733.0,152848.78,514.0,2585.8,2184.0,금요일
21,2017-11-04,4833.0,711.0,4182.5,1145.0,1281.0,5366.0,2557.5,4574.0,164.0,911.0,3270.0,1515.0,786.3,963.0,150691.28,602.0,2597.0,2170.0,토요일
22,2017-11-05,5735.6,731.0,4721.25,1139.5,1393.1,5285.5,2747.05,4443.5,157.5,893.0,3279.7,1641.0,890.9,1072.0,223384.78000000003,569.5,2989.05,2262.0,일요일
23,2017-11-06,6638.2,751.0,5260.0,1134.0,1505.1999999999998,5205.0,2936.6,4313.0,151.0,875.0,3289.4,1767.0,995.5,1181.0,296078.28,537.0,3381.1,2354.0,월요일
24,2017-11-07,5970.0,670.0,4298.5,1137.0,1230.0,5511.0,2062.4,4356.0,116.0,902.0,3056.2,2058.0,916.2,984.0,311595.78,540.0,3281.8,2357.0,화요일
25,2017-11-08,6402.6,728.0,4733.5,1139.0,1314.4,5133.0,2349.5,4174.0,153.5,900.0,3220.2,1760.0,922.6,945.0,322481.28,1033.0,3428.8,2121.0,수요일
26,2017-11-09,5993.6,670.0,4959.5,1138.0,990.8,5487.0,2224.5,3796.0,144.5,885.0,3284.2,1387.0,813.2,1008.0,282252.28,501.0,3672.8,1936.0,목요일
27,2017-11-10,5524.6,1460.0,6163.5,1110.0,210.6,4410.0,2392.5,3786.0,107.5,858.0,3112.2,1244.0,860.6,930.0,253414.78,520.0,3621.1,1882.0,금요일
28,2017-11-11,7001.0,765.0,4449.5,1140.0,1549.0,5179.0,2600.0,3470.0,169.0,846.0,3110.0,1192.0,771.0,931.0,339247.28,620.0,3529.5,1874.0,토요일
29,2017-11-12,7500.8,746.5,5193.75,1114.0,1648.2,5181.5,2671.55,3539.0,166.0,933.5,3056.2,1335.5,751.05,1149.5,465951.89,563.5,3723.55,2045.5,일요일
30,2017-11-13,8000.6,728.0,5938.0,1088.0,1747.4,5184.0,2743.1,3608.0,163.0,1021.0,3002.4,1479.0,731.0999999999999,1368.0,592656.5,507.0,3917.6,2217.0,월요일
31,2017-11-14,5979.6,688.0,5333.5,1059.0,1566.8,4697.0,2063.1,3879.0,173.5,1041.0,2686.2,1843.0,935.5,1194.0,479573.78,474.0,3803.6,2376.0,화요일
32,2017-11-15,7837.6,709.0,5224.0,1049.0,1385.0,5404.0,2360.4,3632.0,201.0,1058.0,2994.2,1624.0,1085.9,895.0,304542.78,566.0,4699.3,2234.0,수요일
33,2017-11-16,7545.6,653.0,4657.5,1063.0,1322.1999999999998,5071.0,2320.3,3242.0,230.5,949.0,2824.0,1551.0,987.6,870.0,409531.28,581.0,4625.9,2184.0,목요일
34,2017-11-17,7497.6,678.0,4654.5,1080.0,1401.0,5033.0,2155.5,3290.0,130.5,1059.0,2666.2,1567.0,785.9,983.0,644218.28,1473.0,4843.4,2144.0,금요일
35,2017-11-18,7080.0,706.0,3959.5,1098.0,1099.0,5078.0,2369.0,3265.0,208.0,1213.0,2730.5,1789.0,767.0,940.0,555033.0,606.0,5305.3,2113.0,토요일
36,2017-11-19,7349.1,797.0,4138.25,1129.5,1435.6,5194.5,2323.6,3534.5,178.75,1331.0,2635.45,2030.5,842.5,1080.5,569447.25,569.0,5454.25,2190.0,일요일
37,2017-11-20,7618.2,888.0,4317.0,1161.0,1772.1999999999998,5311.0,2278.2,3804.0,149.5,1449.0,2540.4,2272.0,918.0,1221.0,583861.5,532.0,5603.2,2267.0,월요일
38,2017-11-21,5925.0,955.0,4788.5,1142.0,1212.4,4926.0,1838.5,4124.0,150.5,1284.0,2352.2,2542.0,835.6,1067.0,568024.28,554.0,4941.9,2134.0,화요일
39,2017-11-22,7375.0,901.0,4592.5,1101.0,1086.4,5669.0,2071.3,4025.0,178.0,1048.0,2358.2,2717.0,812.3,951.0,500161.18,557.0,5798.9,2114.0,수요일
40,2017-11-23,8238.0,878.0,4861.5,1091.0,1406.4,4852.0,2080.5,3844.0,126.5,1290.0,2454.2,2429.0,775.6,948.0,473358.59,582.0,5647.4,2117.0,목요일
41,2017-11-24,7860.0,876.0,3798.0,1091.0,1302.8,4871.0,1943.4,3750.0,194.0,1213.0,2586.2,2342.0,761.8,1202.0,475476.0,592.0,6655.0,2017.0,금요일
42,2017-11-25,6961.0,892.0,3499.0,1081.0,1215.0,5143.0,2302.0,3684.0,181.0,1361.0,2741.0,2390.0,704.0,938.0,639387.28,534.0,5830.9,1880.0,토요일
43,2017-11-26,8188.1,850.5,3729.75,1103.0,1366.7,5231.5,2262.3,3864.0,178.0,1280.0,2837.7,2434.0,715.55,1142.5,537002.64,485.5,6036.9,1981.0,일요일
44,2017-11-27,9415.2,809.0,3960.5,1125.0,1518.4,5320.0,2222.6,4044.0,175.0,1199.0,2934.4,2478.0,727.0999999999999,1347.0,434618.0,437.0,6242.9,2082.0,월요일
45,2017-11-28,7592.6,796.0,4796.5,1095.0,1028.6,4871.0,1743.5,4185.0,175.0,1203.0,2758.2,1943.0,463.3,1330.0,391443.78,497.0,6364.7,1988.0,화요일
46,2017-11-29,8030.0,667.0,3982.5,1101.0,939.2,4953.0,1968.2,4294.0,206.5,1110.0,2792.2,1745.0,651.3,1246.0,376404.28,788.0,7482.6,2023.0,수요일
47,2017-11-30,6187.6,708.0,3707.0,1108.0,1009.8,4848.0,2116.9,4240.0,128.5,1214.0,2636.2,1763.0,692.2,1388.0,295784.28,443.0,6532.3,2000.0,목요일
48,2017-12-01,7873.0,766.0,4520.0,1099.0,1227.0,4917.0,2156.0,3927.0,195.0,1069.0,2636.0,1672.0,701.0,1359.0,302393.28,466.0,6029.9,2057.0,금요일
49,2017-12-02,5345.0,785.0,3664.0,1089.0,1059.0,4972.0,2216.0,3774.0,171.0,1160.0,2812.0,1632.0,667.0,1110.0,309823.28,516.0,7992.9,2061.0,토요일
50,2017-12-03,5845.5,814.0,4119.25,1083.5,1342.0,4902.0,2221.0,3947.0,178.5,1144.0,2802.0,1768.0,741.0,1034.0,294914.53,559.0,7696.4,2090.0,일요일
51,2017-12-04,6346.0,843.0,4574.5,1078.0,1625.0,4832.0,2226.0,4120.0,186.0,1128.0,2792.0,1904.0,815.0,958.0,280005.78,602.0,7399.9,2119.0,월요일
52,2017-12-05,4883.0,816.0,5276.0,1038.0,1279.0,4715.0,1789.0,4696.0,148.0,1379.0,2728.0,2014.0,754.0,895.0,307360.78,647.0,7323.4,2279.0,화요일
53,2017-12-06,5605.0,968.0,5052.0,1006.0,961.0,4923.0,1964.0,4563.0,145.0,1343.0,2516.0,1771.0,856.0,858.0,175687.63,584.0,7998.4,2110.0,수요일
54,2017-12-07,4294.0,953.0,4171.5,1059.0,1526.2,5596.0,2034.8,4512.0,168.0,1319.0,2371.0,1719.0,717.2,1796.0,144795.38,741.0,7071.9,2115.0,목요일
55,2017-12-08,6643.2,795.0,5460.0,1018.0,1381.6,5183.0,2013.0,4719.0,151.0,1420.0,2710.4,1729.0,773.7,1433.0,189689.78,611.0,7738.0,2087.0,금요일
56,2017-12-09,4605.5,827.0,4279.0,998.0,1261.0,5255.0,2162.0,4842.0,173.0,1410.0,2901.0,1687.0,919.0,929.0,176638.28,567.0,7993.4,2084.0,토요일
57,2017-12-10,5737.85,824.0,4771.0,999.5,1316.0,5231.0,2186.9,5098.5,210.0,1405.0,2869.6,1828.5,941.2,1032.0,135435.03,579.5,8611.75,2102.5,일요일
58,2017-12-11,6870.2,821.0,5263.0,1001.0,1371.0,5207.0,2211.8,5355.0,247.0,1400.0,2838.2,1970.0,963.4,1135.0,94231.78,592.0,9230.1,2121.0,월요일
59,2017-12-12,4460.6,895.0,3771.5,994.0,1271.4,4895.0,1707.5,6460.0,181.5,1454.0,2584.2,2074.0,991.9,994.0,63646.0,543.0,7458.7,2174.0,화요일
60,2017-12-13,2953.0,1040.0,3641.5,972.0,690.8,5095.0,1863.3,6709.0,133.0,1587.0,2438.2,2231.0,1142.5,983.0,32003.91,718.0,10248.7,2270.0,수요일
61,2017-12-14,3919.6,1024.0,4021.5,950.0,933.6,5021.0,1911.7,6453.0,131.0,1467.0,2376.2,2190.0,787.8,1150.0,70654.28,598.0,8519.2,2114.0,목요일
62,2017-12-15,3960.0,1124.0,3795.0,1004.0,1386.0,4706.0,2030.4,6182.0,106.0,1383.0,2524.0,2289.0,906.6,942.0,56144.28,625.0,5950.9,2254.0,금요일
63,2017-12-16,3164.0,1285.0,3530.0,1054.0,1003.4,5206.0,2128.3,6722.0,113.0,1434.0,2648.0,3044.0,772.6,1039.0,61807.78,703.0,10626.9,2631.0,토요일
64,2017-12-17,4375.1,1212.5,4008.25,1053.5,1255.1,5191.5,2050.5,7773.0,103.0,1356.0,2843.2,3209.0,758.05,1135.5,63331.64,653.0,6270.05,2451.5,일요일
65,2017-12-18,5586.2,1140.0,4486.5,1053.0,1506.8,5177.0,1972.7,8824.0,93.0,1278.0,3038.4,3374.0,743.5,1232.0,64855.5,603.0,1913.2,2272.0,월요일
66,2017-12-19,4792.6,1301.0,4470.5,1045.0,1153.6,4776.0,1737.0,10481.0,96.0,1248.0,2856.0,3239.0,707.2,1264.0,40279.5,624.0,8894.9,2761.0,화요일
67,2017-12-20,5899.8,1164.0,5290.0,1035.0,1049.1999999999998,5467.0,1907.5,9686.0,73.5,1296.0,3012.6,2774.0,785.5,1445.0,76910.0,615.0,7815.9,2726.0,수요일
68,2017-12-21,5550.6,1153.0,5163.5,1004.0,1193.5,5141.0,2049.5,8868.0,72.0,1301.0,2744.4,2959.0,846.2,1408.0,65461.5,483.0,9018.0,2866.0,목요일
69,2017-12-22,5348.2,1025.0,5400.5,1006.0,1068.2,5065.0,2052.8,8884.0,73.0,1253.0,2932.2,3340.0,1154.6,1212.0,75703.0,496.0,10598.0,2897.0,금요일
70,2017-12-23,4337.0,906.0,4686.0,1000.0,1275.0,4936.0,2320.5,8377.0,111.0,1146.0,3210.0,3235.0,1121.0,1071.0,45609.78,523.0,15371.6,2766.0,토요일
71,2017-12-24,4930.0,905.5,4990.5,995.5,1200.0,4838.5,2286.3,8707.0,100.5,1150.5,3201.0,3111.5,1184.2,1145.5,43063.89,504.5,8388.6,2715.5,일요일
72,2017-12-25,5523.0,905.0,5295.0,991.0,1125.0,4741.0,2252.1000000000004,9037.0,90.0,1155.0,3192.0,2988.0,1247.4,1220.0,40518.0,486.0,1405.6,2665.0,월요일
73,2017-12-26,4213.8,1078.0,4306.5,993.0,1239.6,5194.0,1755.6,9482.0,92.0,1167.0,2774.6,3117.0,951.8,1290.0,30999.84,1183.0,11523.3,2388.0,화요일
74,2017-12-27,5009.2,1105.0,5310.0,990.0,1044.7,5125.0,1945.1,9829.0,68.0,1249.0,2790.2,3751.0,1046.9,1339.0,25863.78,614.0,13157.4,2171.0,수요일
75,2017-12-28,5783.6,996.0,4737.0,970.0,1465.5,4986.0,2135.4,9869.0,60.0,1306.0,3033.5,4450.0,1032.9,1096.0,20192.0,570.0,10558.7,2189.0,목요일
76,2017-12-29,5303.6,1033.0,4760.5,1001.0,1338.6,5103.0,2334.4,9413.0,102.0,1458.0,3783.4,4138.0,973.2,1332.0,7740.0,780.0,11142.8,2147.0,금요일
77,2017-12-30,4564.0,1064.0,3661.5,1042.0,179.0,5413.0,2662.4,10346.0,95.0,1998.0,4286.0,3464.0,1221.2,1351.0,19900.0,865.0,13833.5,1896.0,토요일
78,2017-12-31,5612.9,1061.0,4766.5,1034.5,885.3,5392.5,2576.25,10126.0,110.0,1620.5,3960.3,3354.5,1326.0500000000002,1293.5,20827.0,754.5,13563.2,1946.5,일요일
79,2018-01-01,5612.9,1061.0,4766.5,1034.5,885.3,5392.5,2576.25,10126.0,110.0,1620.5,3960.3,3354.5,1326.0500000000002,1293.5,20827.0,754.5,13563.2,1946.5,월요일
80,2018-01-02,5612.9,1061.0,4766.5,1034.5,885.3,5392.5,2576.25,10126.0,110.0,1620.5,3960.3,3354.5,1326.0500000000002,1293.5,20827.0,754.5,13563.2,1946.5,화요일
81,2018-01-03,6661.8,1058.0,5871.5,1027.0,1591.6,5372.0,2490.1,9906.0,125.0,1243.0,3634.6,3245.0,1430.9,1236.0,21754.0,644.0,13292.9,1997.0,수요일
82,2018-01-04,5348.6,1162.0,4485.5,1039.0,1287.2,4809.0,2033.5,10248.0,100.0,1453.0,2978.2,3406.0,1299.2,1154.0,27772.0,582.0,10398.2,2202.0,목요일
83,2018-01-05,6267.2,1091.0,4590.0,1047.0,1476.2,4926.0,2098.3,8730.0,94.0,1459.0,3012.2,3516.0,1282.2,1076.0,15779.18,510.0,9357.0,2419.0,금요일
84,2018-01-06,3956.0,1045.0,4102.0,1081.0,1211.0,4817.0,2298.0,7417.0,95.0,1572.0,3450.0,3768.0,1020.0,1021.0,8803.81,976.0,11465.4,2427.0,토요일
85,2018-01-07,4987.275,1058.5,4620.25,1074.5,1311.9,5048.5,2345.5,7090.0,109.0,1571.0,3357.55,3665.5,981.5,1183.5,14884.405,797.5,11297.2,2431.5,일요일
86,2018-01-08,6018.55,1072.0,5138.5,1068.0,1412.8000000000002,5280.0,2393.0,6763.0,123.0,1570.0,3265.1,3563.0,943.0,1346.0,20965.0,619.0,11129.0,2436.0,월요일
87,2018-01-09,4931.2,1126.0,5386.0,1032.0,1308.3,4868.0,1728.5,6802.0,94.0,1520.0,2800.4,3415.0,931.9,1217.0,15272.78,632.0,10427.2,2460.0,화요일
88,2018-01-10,5454.6,1044.0,5474.0,989.0,1457.1,4477.0,1797.4,7045.0,100.0,1511.0,2814.4,3495.0,939.9,1088.0,2929.0,606.0,10240.6,2448.0,수요일
89,2018-01-11,4973.6,1001.0,3670.5,978.0,1154.6999999999998,5239.0,1850.9,6820.0,104.0,1526.0,2691.4,2982.0,897.5,1077.0,2965.0,531.0,6977.6,2539.0,목요일
90,2018-01-12,5384.2,809.0,3039.5,930.0,815.2,5239.0,1739.4,5838.0,73.0,1466.0,2475.2,2407.0,883.8,1099.0,2028.28,1116.0,6036.8,2766.0,금요일
91,2018-01-13,2164.6,1084.0,1542.0,1080.0,831.1,5394.0,1776.4,5838.0,68.0,1478.0,2490.0,3064.0,878.9000000000001,952.0,964.5,744.0,4419.0,2404.0,토요일
92,2018-01-14,3678.9,1107.0,3572.25,1058.5,1105.65,5345.0,1761.95,6930.5,82.0,1427.0,2626.2,3472.0,972.15,1054.0,8334.59,652.0,6610.6,2618.0,일요일
93,2018-01-15,5193.2,1130.0,5602.5,1037.0,1380.1999999999998,5296.0,1747.5,8023.0,96.0,1376.0,2762.4,3880.0,1065.4,1156.0,15704.68,560.0,8802.2,2832.0,월요일
94,2018-01-16,4831.6,1263.0,4977.0,1017.0,1575.3,4958.0,1597.3,9911.0,86.0,1353.0,2650.2,3554.0,889.8,1047.0,8952.5,551.0,6685.5,3092.0,화요일
95,2018-01-17,5004.2,1255.0,5466.0,963.0,1161.8,5072.0,1867.3,10005.0,78.0,1397.0,2682.4,4041.0,1012.5,1121.0,2220.0,611.0,9586.7,3207.0,수요일
96,2018-01-18,5026.2,1146.0,4626.0,948.0,1207.7,4736.0,1975.3,9149.0,74.0,1360.0,2732.2,3530.0,892.4,1119.0,7825.5,605.0,11393.6,2945.0,목요일
97,2018-01-19,5496.2,1135.0,4786.0,932.0,1304.7,5261.0,1885.4,9049.0,78.0,1466.0,2832.4,3898.0,1085.6,1026.0,7851.28,770.0,11807.1,2532.0,금요일
98,2018-01-20,4421.0,1096.0,3875.0,912.0,1066.0,5120.0,2111.0,8847.0,101.0,1350.0,3046.0,3528.0,955.0,995.0,2940.0,598.0,15663.5,2142.0,토요일
99,2018-01-21,5925.8,1076.0,4128.0,924.0,1275.55,5093.0,2133.55,8924.0,115.0,1318.0,3139.2,3430.0,1061.7,1122.5,3457.59,595.5,14348.3,2171.5,일요일
100,2018-01-22,7430.6,1056.0,4381.0,936.0,1485.1,5066.0,2156.1,9001.0,129.0,1286.0,3232.4,3332.0,1168.4,1250.0,3975.18,593.0,13033.1,2201.0,월요일
101,2018-01-23,5865.8,1119.0,3719.0,949.0,1186.6,5377.0,1848.7,10525.0,93.0,1239.0,2834.1,3166.0,1118.0,1147.0,3469.5,546.0,12936.24,2087.0,화요일
102,2018-01-24,4787.2,1052.0,3295.0,922.0,1227.9,4543.0,1876.4,9707.0,101.0,1359.0,2650.2,3012.0,1055.5,1058.0,2943.0,510.0,11816.65,2066.0,수요일
103,2018-01-25,3516.6,1010.0,2507.5,842.0,568.2,4451.0,2007.0,5380.0,52.0,1217.0,2356.2,2152.0,943.5,1051.0,2340.5,535.0,13089.99,1655.0,목요일
104,2018-01-26,2901.6,1093.0,1925.5,924.0,1037.2,4749.0,0.5,9000.0,70.0,1288.0,2192.2,2507.0,710.2,1219.0,1281.0,620.0,9326.91,1618.0,금요일
105,2018-01-27,2081.0,1281.0,1607.0,1044.0,86.8,5371.0,1505.5,8234.0,32.0,1929.0,2094.0,3106.0,623.5,1237.0,837.5,876.0,4520.5,2047.0,토요일
106,2018-01-28,3072.6,1364.5,3012.5,1041.5,769.6,5143.0,1845.4,8921.5,90.0,1740.0,2306.2,3500.0,634.7,1433.5,1163.5,902.0,4759.355,2447.0,일요일
107,2018-01-29,4064.2,1448.0,4418.0,1039.0,1452.4,4915.0,2185.3,9609.0,148.0,1551.0,2518.4,3894.0,645.9,1630.0,1489.5,928.0,4998.21,2847.0,월요일
108,2018-01-30,3942.6,1564.0,5489.0,992.0,1471.5,4846.0,1898.5,9035.0,90.5,1870.0,2458.2,4580.0,1020.9,1175.0,2552.0,755.0,5926.9,3089.0,화요일
109,2018-01-31,5089.6,1610.0,5348.5,1010.0,1766.0,4601.0,1974.3,8292.0,119.5,2130.0,2774.2,4014.0,957.9,1189.0,2679.65,1054.0,7083.41,3107.0,수요일
110,2018-02-01,4411.6,1782.0,5037.0,974.0,1324.2999999999995,4984.0,1950.5,7361.0,83.5,2036.0,2660.2,3604.0,1073.4,1134.0,2342.5,835.0,8756.42,3052.0,목요일
111,2018-02-02,5248.6,1859.0,5574.5,989.0,1383.9,4452.0,1879.4,7737.0,101.5,2156.0,2838.2,3588.0,889.6,1258.0,3601.0,714.0,10580.9,3124.0,금요일
112,2018-02-03,4358.0,2008.0,5219.0,952.0,1492.0,4849.0,1997.0,8487.0,82.0,2095.0,2992.0,3670.0,958.0,1228.0,3745.0,612.0,16132.59,2949.0,토요일
113,2018-02-04,5419.6,1936.5,5264.0,976.5,1498.0,4866.0,2023.9,8969.0,93.25,2519.5,3062.2,3677.0,937.75,1305.0,3652.5,705.5,12938.085,3095.5,일요일
114,2018-02-05,6481.2,1865.0,5309.0,1001.0,1504.0,4883.0,2050.8,9451.0,104.5,2944.0,3132.4,3684.0,917.5,1382.0,3560.0,799.0,9743.58,3242.0,월요일
115,2018-02-06,5517.6,1823.0,4340.5,943.0,1069.7,4534.0,1784.0,8992.0,102.5,2695.0,2478.0,3172.0,1065.0,1423.0,2119.5,1127.0,8962.17,3384.0,화요일
116,2018-02-07,6333.6,1727.0,3817.5,973.0,915.2,4743.0,1749.4,8350.0,97.0,2431.0,2250.2,3055.0,943.5,1430.0,3791.0,1091.0,5679.1,3591.0,수요일
117,2018-02-08,5297.6,1698.0,5204.5,957.0,919.7,5369.0,1773.5,8489.0,124.0,2390.0,2228.2,3354.0,1029.1,1250.0,3861.0,955.0,10151.3,3523.0,목요일
118,2018-02-09,6244.0,1692.0,6353.0,923.0,1093.6,4823.0,1888.3,8924.0,131.0,2097.0,2542.0,3974.0,937.7,1415.0,4117.0,820.0,7165.52,3933.0,금요일
119,2018-02-10,6301.6,1907.0,5177.5,960.0,1215.9,5643.0,2165.5,8453.0,114.5,2062.0,2966.2,3992.0,925.5,1520.0,3551.0,782.0,11313.92,4077.0,토요일
120,2018-02-11,7938.6,1753.5,6113.25,945.5,1360.95,5272.5,2460.95,8382.0,142.25,2155.5,3247.2,3705.0,1059.4,1641.0,3583.25,813.5,13398.51,4129.0,일요일
121,2018-02-12,9575.6,1600.0,7049.0,931.0,1506.0,4902.0,2756.4,8311.0,170.0,2249.0,3528.2,3418.0,1193.3000000000002,1762.0,3615.5,845.0,15483.1,4181.0,월요일
122,2018-02-13,7259.0,1562.0,5247.5,943.0,1763.6,4929.0,2493.0,8738.0,136.5,1969.0,3024.0,2983.0,1320.2,1788.0,4050.36,1038.0,17249.84,4008.0,화요일
123,2018-02-14,6016.0,1567.0,3629.5,1019.0,1719.8,5083.0,2429.2,10944.0,166.0,1030.0,3128.0,3249.0,1431.2,2026.0,4602.0,817.0,20730.3,4951.0,수요일
124,2018-02-15,2527.0,963.0,40.0,1550.0,452.6,5592.0,14.3,11017.0,120.0,764.0,2428.0,1706.0,428.2,1885.0,2391.5,655.0,1125.0,2273.0,목요일
125,2018-02-16,3845.3,1171.0,2547.5,1249.0,805.8999999999999,5209.5,1087.9,10020.0,91.0,813.0,2498.1,2186.5,833.7,1708.0,1978.25,782.0,1238.835,2529.5,금요일
126,2018-02-17,3845.3,1171.0,2547.5,1249.0,805.8999999999999,5209.5,1087.9,10020.0,91.0,813.0,2498.1,2186.5,833.7,1708.0,1978.25,782.0,1238.835,2529.5,토요일
127,2018-02-18,3845.3,1171.0,2547.5,1249.0,805.8999999999999,5209.5,1087.9,10020.0,91.0,813.0,2498.1,2186.5,833.7,1708.0,1978.25,782.0,1238.835,2529.5,일요일
128,2018-02-19,5163.6,1379.0,5055.0,948.0,1159.1999999999998,4827.0,2161.5,9023.0,62.0,862.0,2568.2,2667.0,1239.2,1531.0,1565.0,909.0,1352.67,2786.0,월요일
129,2018-02-20,3879.2,1597.0,4036.5,969.0,772.7,4860.0,2171.4,7413.0,63.0,1076.0,2599.9,2281.0,1098.1,1523.0,2776.1800000000003,1656.0,12046.46,2099.0,화요일
130,2018-02-21,4474.2,1446.0,4787.5,940.0,957.4,5449.0,2353.4,5018.0,63.0,1143.0,2608.2,1571.0,975.8,1641.0,2311.5,952.0,8461.849999999999,2242.0,수요일
131,2018-02-22,4202.6,1343.0,4404.5,917.0,1101.1,5445.0,2197.4,3982.0,88.0,1028.0,2458.2,1429.0,834.4,1776.0,2715.5,939.0,11578.14,1637.0,목요일
132,2018-02-23,4935.2,1145.0,5011.5,880.0,1107.0,5190.0,1959.0,3808.0,88.0,1017.0,2571.2,1326.0,921.4,1836.0,3188.0,966.0,8100.41,1433.0,금요일
133,2018-02-24,3292.0,1282.0,4149.5,778.0,1129.6,5271.0,2106.4,3565.0,109.5,1043.0,2834.0,1218.0,1043.4,1974.0,2431.0,818.0,10324.8,1032.0,토요일
134,2018-02-25,5032.1,1220.5,3937.5,805.5,723.3,5178.0,2180.9,3642.5,96.5,1128.5,2836.2,1349.0,1167.5500000000002,1855.5,2597.0,809.5,8406.615,1226.5,일요일
135,2018-02-26,6772.2,1159.0,3725.5,833.0,317.0,5085.0,2255.4,3720.0,83.5,1214.0,2838.4,1480.0,1291.7,1737.0,2763.0,801.0,6488.43,1421.0,월요일
136,2018-02-27,5591.2,1202.0,4841.0,782.0,1017.3,4961.0,1783.4,3770.0,88.0,1192.0,2612.4,1656.0,1211.5,1784.0,2230.5,832.0,7273.4,1459.0,화요일
137,2018-02-28,5486.75,1263.0,4713.0,817.0,1101.5,5577.0,1840.3,3959.0,105.0,1208.0,2670.2,1597.0,1062.9,1790.0,2176.5,1032.0,9404.23,1410.0,수요일
